rio	campanha	ponto	data	iqa	iet	grupo	parametro	classe	unidade	padrao_legal	valor	lat	lon
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	25	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	25	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	3,9	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	3,9	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	109	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	109	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	13,5	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	13,5	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	9	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	9	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	8,97	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	8,97	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	7,92	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	7,92	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,03	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2021	FBS-BRH-300	19/05/2021	81	57	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,03	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	1,27	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	3,3X10^2	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	34	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	99,9	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	62	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	60	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	27,2	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	5,1	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	76,3	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	17,1	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	13,8	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	6,73	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	7,89	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2021	FBS-BRH-300	06/10/2021	75	51	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	9,51	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	5,4X10^3	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	29	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	116,9	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	142	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	68	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	25,8	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	68,6	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	80,6	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	<2,0	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	13,5	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	4	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	0,11	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	6,51	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	5,87	-16,4133889	-39,5873056
BURANHEM	Campanha 1 - 2022	FBS-BRH-300	10/03/2022	54	61	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,03	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	0,87	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	1,1X10^3	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	28	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	104,1	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	60	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	60	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	25,8	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	5,9	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	82	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	16,4	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	Cloreto	Classe 2 - Doce	mg Cl/L	NE	16,8	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	Nitrogênio Nitrato	Classe 2 - Doce	mg N-NO3/L	Máximo 10	<0,06	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	0,5	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	6,6	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	Ortofosfato solúvel	Classe 2 - Doce	mg P/L	NE	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	7	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2022	FBS-BRH-300	09/06/2022	70	49	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	0,98	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	3,3X10^2	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	30	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	99,2	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	61	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	58	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	29,1	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	3,8	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	84	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	20,9	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	3	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	6,5	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	7,16	-16,4133889	-39,5873056
BURANHEM	Campanha 3 - 2022	FBS-BRH-300	13/10/2022	75	50	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	0,71	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	3,3X10^2	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	27	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	53,5	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	152	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	<50	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	25,6	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	48,2	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	5,9	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	<3	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	50,4	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Químicos - Água	OD	Classe 2 - Doce	mg OD/L	Mínimo 5	7,1	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Químicos - Água	pH	Classe 2 - Doce	s/ unid	Entre 6 - 9	6,2	-16,4133889	-39,5873056
BURANHEM	Campanha 4 - 2022	FBS-BRH-300	25/11/2022	68	48	Químicos - Água	P Total	Classe 2 - Doce	mg P/L	Máximo 0.10000	<0,02	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Biológicos - Água	clorofila	Classe 2 - Doce	µg/L	Máximo 30	<0,40	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Biológicos - Água	Colif. termo	Classe 2 - Doce	NMP/100mL	NE	2,3X10^2	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Físico - Ar	Temperatura do Ar	Classe 2 - Doce	ºC	NE	27	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Físicos - Água	Condutividade	Classe 2 - Doce	µS/cm	NE	88,9	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Físicos - Água	Salinidade	Classe 2 - Doce	o/oo	NE	<0,1	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Físicos - Água	Sólidos em suspensão	Classe 2 - Doce	mg/L	NE	<50	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Físicos - Água	Sólidos totais	Classe 2 - Doce	mg/L	NE	67	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Físicos - Água	STD	Classe 2 - Doce	mg/L	Máximo 500	52	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Físicos - Água	Temperatura	Classe 2 - Doce	ºC	NE	25,5	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Físicos - Água	Turbidez	Classe 2 - Doce	NTU	Máximo 100	10,4	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Químicos - Água	% Saturação de Oxigênio Dissolvido	Classe 2 - Doce	%	NE	68,9	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Químicos - Água	Alcalinidade total	Classe 2 - Doce	mg CaCO3/L	NE	15,7	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Químicos - Água	DBO	Classe 2 - Doce	mg/L	Máximo 5	4	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Químicos - Água	DQO	Classe 2 - Doce	mg O2/L	NE	<30,0	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Químicos - Água	N-NH3	Classe 2 - Doce	mg N-NH3/L	NE	<0,4	-16,4133889	-39,5873056
BURANHEM	Campanha 2 - 2023	FBS-BRH-300	24/05/2023	72	46	Químicos - Água	N Total	Classe 2 - Doce	mg N/L	NE	<1,0	-16,4133889	-39,5873056
